"EAN or ISBN";"name of the product";"product page URL";"internal reference";"product category";"current price";"crossed price";"big image";"description";"manufacturer reference";"condition";"brand";"ecotaxe";"product availability";"shipping costs";"warranty";"discount indicator";"stock indicator";"Taille";"performance indicator";"ID_Parent";"Genre";"Color";"name";"URL"
"0198720010390";"SALOMON S/pro Delta Boa 95 W Gw - Noir - taille 23/23.5 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304771689V4";"9-173720V0472";"Ekosport > Nos Univers > Ski alpin > Matériel ski > Chaussure de ski";"309.9";"499.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--zQxNLOEw--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/9-173720/views/9-173720__l47933000_01";" Conçue pour offrir performance et confort, la S/Pro Delta Boa® 95 W de Salomon est une chaussure de ski pour femme qui intègre le BOA® Fit System, permettant des micro-ajustements précis pour un maintien optimal.  Son chaussant large (102 mm) et son réglage du mollet à 3 positions assurent un fit personnalisé, idéal pour les skieuses à la recherche d’un équilibre entre contrôle et confort. La construction Custom Shell™ HD permet un ajustement rapide et précis de la coque et du collier, tandis que le chausson My Custom Fit™ 4D Perf garantit un maintien instantané. Avec ses embouts GripWalk® pour un meilleur confort de marche et son (BOA® &#43; crochets vissés), cette chaussure est parfaite pour une pratique All-Mountain.";"L47933000";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"23/23.5";"https://www.ekosport.fr/salomon-s-pro-delta-boa-95-w-gw-p-9-173720";"9-173720";"Femme";"Noir";"SALOMON S/PRO DELTA BOA 95 W GW";"https://www.ekosport.fr/salomon-s-pro-delta-boa-95-w-gw-p-9-173720?tai=9-173720V0472"
"0198720010369";"SALOMON S/pro Delta Boa 95 W Gw - Noir - taille 26/26.5 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304782693V4";"9-173720V0498";"Ekosport > Nos Univers > Ski alpin > Matériel ski > Chaussure de ski";"309.9";"499.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--zQxNLOEw--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/9-173720/views/9-173720__l47933000_01";" Conçue pour offrir performance et confort, la S/Pro Delta Boa® 95 W de Salomon est une chaussure de ski pour femme qui intègre le BOA® Fit System, permettant des micro-ajustements précis pour un maintien optimal.  Son chaussant large (102 mm) et son réglage du mollet à 3 positions assurent un fit personnalisé, idéal pour les skieuses à la recherche d’un équilibre entre contrôle et confort. La construction Custom Shell™ HD permet un ajustement rapide et précis de la coque et du collier, tandis que le chausson My Custom Fit™ 4D Perf garantit un maintien instantané. Avec ses embouts GripWalk® pour un meilleur confort de marche et son (BOA® &#43; crochets vissés), cette chaussure est parfaite pour une pratique All-Mountain.";"L47933000";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"26/26.5";"https://www.ekosport.fr/salomon-s-pro-delta-boa-95-w-gw-p-9-173720";"9-173720";"Femme";"Noir";"SALOMON S/PRO DELTA BOA 95 W GW";"https://www.ekosport.fr/salomon-s-pro-delta-boa-95-w-gw-p-9-173720?tai=9-173720V0498"
"0198720008182";"SALOMON S/pro Supra Boa 120 Gw - Noir - taille 25/25.5 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304772321V4";"9-173723V0489";"Ekosport > Nos Univers > Ski alpin > Matériel ski > Chaussure de ski";"389.9";"599.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--Pbbt4YE_--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/9-173723/views/9-173723__l47887500_01";"La S/PRO SUPRA BOA 120 GW de Salomon est une chaussure de ski pour homme conçue pour répondre à un objectif de performances et un maintien ajusté.Doté d&#039;un flex de 120, ce modèle très performant dispose d&#039;un chausson My Exowrap™ 4D permettant d&#039;envelopper le pied de manière totalement exclusive grâce à une bande élastique autour de l&#039;avant pied et à une nouvelle couche de mousse en latex, offrant ainsi un maintien ajusté du pied et une conduite précise. Avec le procédé Custom Shell HD permettant de personnaliser le bas de coque en 10 minutes, cette chaussure garantie un fit parfait. Sa languette Custom vous permet de modifier la hauteur du coup de pied comme vous le souhaitez. Associé à la technologie Boa® Fit System qui assure un fit micro-réglable et précis, ce modèle vous permet d&#039;affronter les conditions les plus extrêmes. Disposant d&#039;embouts prémontés GripWalk, il vous offrira un confort de marche et une adhérence quelles que soient les conditions.Fabriqués à partir de PU, la coque et le collier de ce modèle, assurent une transmission de la puissance optimale.";"L47887500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"25/25.5";"https://www.ekosport.fr/salomon-s-pro-supra-boa-120-gw-p-9-173723";"9-173723";"Homme";"Noir";"SALOMON S/PRO SUPRA BOA 120 GW";"https://www.ekosport.fr/salomon-s-pro-supra-boa-120-gw-p-9-173723?tai=9-173723V0489"
"0198720008137";"SALOMON S/pro Supra Boa 120 Gw - Noir - taille 30/30.5 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304596021V4";"9-173723V0572";"Ekosport > Nos Univers > Ski alpin > Matériel ski > Chaussure de ski";"389.9";"599.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--Pbbt4YE_--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/9-173723/views/9-173723__l47887500_01";"La S/PRO SUPRA BOA 120 GW de Salomon est une chaussure de ski pour homme conçue pour répondre à un objectif de performances et un maintien ajusté.Doté d&#039;un flex de 120, ce modèle très performant dispose d&#039;un chausson My Exowrap™ 4D permettant d&#039;envelopper le pied de manière totalement exclusive grâce à une bande élastique autour de l&#039;avant pied et à une nouvelle couche de mousse en latex, offrant ainsi un maintien ajusté du pied et une conduite précise. Avec le procédé Custom Shell HD permettant de personnaliser le bas de coque en 10 minutes, cette chaussure garantie un fit parfait. Sa languette Custom vous permet de modifier la hauteur du coup de pied comme vous le souhaitez. Associé à la technologie Boa® Fit System qui assure un fit micro-réglable et précis, ce modèle vous permet d&#039;affronter les conditions les plus extrêmes. Disposant d&#039;embouts prémontés GripWalk, il vous offrira un confort de marche et une adhérence quelles que soient les conditions.Fabriqués à partir de PU, la coque et le collier de ce modèle, assurent une transmission de la puissance optimale.";"L47887500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"30/30.5";"https://www.ekosport.fr/salomon-s-pro-supra-boa-120-gw-p-9-173723";"9-173723";"Homme";"Noir";"SALOMON S/PRO SUPRA BOA 120 GW";"https://www.ekosport.fr/salomon-s-pro-supra-boa-120-gw-p-9-173723?tai=9-173723V0572"
"0198720008113";"SALOMON S/pro Supra Boa 105 W Gw - Noir / Blanc - taille 22/22.5 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304784280V4";"9-173772V0467";"Ekosport > Nos Univers > Ski alpin > Matériel ski > Chaussure de ski";"364.9";"549.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--bXMMKR4D--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/9-173772/views/9-173772__l47887700_01";"La S/PRO SUPRA BOA 105 W GW de Salomon est une chaussure de ski pour femme conçue pour répondre à un objectif de performances et un maintien ajusté.Doté d&#039;un flex de 105, ce modèle très performant dispose d&#039;un chausson My Exowrap™ 4D permettant d&#039;envelopper le pied de manière totalement exclusive grâce à une bande élastique autour de l&#039;avant pied et à une nouvelle couche de mousse en latex, offrant ainsi un maintien ajusté du pied et une conduite précise. Avec le procédé Custom Shell HD permettant de personnaliser le bas de coque en 10 minutes, cette chaussure garantie un fit parfait. Sa languette Custom vous permet de modifier la hauteur du coup de pied comme vous le souhaitez. Associé à la technologie Boa® Fit System qui assure un fit micro-réglable et précis, ce modèle vous permet d&#039;affronter les conditions les plus extrêmes. Disposant d&#039;embouts prémontés GripWalk, il vous offrira un confort de marche et une adhérence quelles que soient les conditions.Fabriqués à partir de PU, la coque et le collier de ce modèle, assurent une transmission de la puissance optimale.";"L47887700";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"22/22.5";"https://www.ekosport.fr/salomon-s-pro-supra-boa-105-w-gw-p-9-173772";"9-173772";"Femme";"Noir / Blanc";"SALOMON S/PRO SUPRA BOA 105 W GW";"https://www.ekosport.fr/salomon-s-pro-supra-boa-105-w-gw-p-9-173772?tai=9-173772V0467"
"0195751857642";"SALOMON Sntial Lightwarm Fz - Noir - taille XXL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304698079V4";"9-174887V1353";"Ekosport > Nos Univers > Randonnée > Vêtement randonnée > Polaire randonnée > Veste polaire randonnée";"62.9";"89.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--H9sfjWOg--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/9-174887/views/9-174887__lc2443600_01";"L’ESSENTIAL LIGHTWARM FZ de Salomon est une veste polaire zippée pour homme qui se porte idéalement comme couche intermédiaire pour toutes vos activités.Confectionné dans une matière AdvancedSkin Warm stretch dans les 4 sens, ce modèle assure chaleur, évacuation de l’humidité et circulation de l’air, mais aussi grande aisance gestuelle pour garantir aux sportifs un confort permanent tout au long de la journée. Sa coupe est parfaitement ajustée aux besoins des sportifs actifs pour ne jamais les limiter.Deux poches pour les mains ainsi qu&#039;une poche poitrine zippée ajoutent une touche de fonctionnalité.";"LC2443600";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"XXL";"https://www.ekosport.fr/salomon-sntial-lightwarm-fz-p-9-174887";"9-174887";"Homme";"Noir";"SALOMON SNTIAL LIGHTWARM FZ";"https://www.ekosport.fr/salomon-sntial-lightwarm-fz-p-9-174887?tai=9-174887V1353"
"0195751944571";"SALOMON Aero Glide 3 Grvl W - Bleu - taille 36 2025";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304557314V4";"K100464V010";"Ekosport > Nos Univers > Running > Chaussure running";"91.9";"159.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--Mc6Mnz4Y--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K100464/views/k100464_aero-glide-3-grvl-w_l47812600_01";"L&#039;AERO GLIDE 3 GRVL W de Salomon pour femme est la chaussure de running pour tous les amatrices de courses à pied.Polyvalent, léger et doté d&#039;un très bon amorti, ce modèle super réactif dispose d’un rebond qui convient parfaitement aux entraînements variés sur route ou chemin. Sa construction technique vous offre un confort et une grande respirabilité, quelle que soit la température extérieure. Grâce aux matériaux doux et légers et à une languette rembourrée, l&#039;AERO GLIDE 3 GRVL épouse votre pied pour une tenue hyper confortable. Équipée de la mousse Energy Goam Evo à haut rendement d’énergie, la chaussure est aussi dotée d’une semelle intercalaire très légère. Très dynamique, son amorti reste à la fois puissant et doux.Sa semelle Gravel Running Contagrip® inspirée du gravel bike est optimisée pour une adhérence sur tous les terrains, des routes jusqu&#039;aux chemins. Vivez de nouvelles aventures vers d&#039;autres horizons grâce à sa polyvalence.";"L47812600";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"36";"https://www.ekosport.fr/salomon-aero-glide-3-grvl-w-p-K100464";"K100464";"Femme";"Bleu";"SALOMON AERO GLIDE 3 GRVL W";"https://www.ekosport.fr/salomon-aero-glide-3-grvl-w-p-K100464?tai=K100464V010"
"0195751944533";"SALOMON Aero Glide 3 Grvl W - Bleu - taille 36 2/3 2025";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304556684V4";"K100464V020";"Ekosport > Nos Univers > Running > Chaussure running";"91.9";"159.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--Mc6Mnz4Y--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K100464/views/k100464_aero-glide-3-grvl-w_l47812600_01";"L&#039;AERO GLIDE 3 GRVL W de Salomon pour femme est la chaussure de running pour tous les amatrices de courses à pied.Polyvalent, léger et doté d&#039;un très bon amorti, ce modèle super réactif dispose d’un rebond qui convient parfaitement aux entraînements variés sur route ou chemin. Sa construction technique vous offre un confort et une grande respirabilité, quelle que soit la température extérieure. Grâce aux matériaux doux et légers et à une languette rembourrée, l&#039;AERO GLIDE 3 GRVL épouse votre pied pour une tenue hyper confortable. Équipée de la mousse Energy Goam Evo à haut rendement d’énergie, la chaussure est aussi dotée d’une semelle intercalaire très légère. Très dynamique, son amorti reste à la fois puissant et doux.Sa semelle Gravel Running Contagrip® inspirée du gravel bike est optimisée pour une adhérence sur tous les terrains, des routes jusqu&#039;aux chemins. Vivez de nouvelles aventures vers d&#039;autres horizons grâce à sa polyvalence.";"L47812600";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"36 2/3";"https://www.ekosport.fr/salomon-aero-glide-3-grvl-w-p-K100464";"K100464";"Femme";"Bleu";"SALOMON AERO GLIDE 3 GRVL W";"https://www.ekosport.fr/salomon-aero-glide-3-grvl-w-p-K100464?tai=K100464V020"
"0195751944601";"SALOMON Aero Glide 3 Grvl W - Bleu - taille 40 2/3 2025";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304556688V4";"K100464V055";"Ekosport > Nos Univers > Running > Chaussure running";"91.9";"159.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--Mc6Mnz4Y--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K100464/views/k100464_aero-glide-3-grvl-w_l47812600_01";"L&#039;AERO GLIDE 3 GRVL W de Salomon pour femme est la chaussure de running pour tous les amatrices de courses à pied.Polyvalent, léger et doté d&#039;un très bon amorti, ce modèle super réactif dispose d’un rebond qui convient parfaitement aux entraînements variés sur route ou chemin. Sa construction technique vous offre un confort et une grande respirabilité, quelle que soit la température extérieure. Grâce aux matériaux doux et légers et à une languette rembourrée, l&#039;AERO GLIDE 3 GRVL épouse votre pied pour une tenue hyper confortable. Équipée de la mousse Energy Goam Evo à haut rendement d’énergie, la chaussure est aussi dotée d’une semelle intercalaire très légère. Très dynamique, son amorti reste à la fois puissant et doux.Sa semelle Gravel Running Contagrip® inspirée du gravel bike est optimisée pour une adhérence sur tous les terrains, des routes jusqu&#039;aux chemins. Vivez de nouvelles aventures vers d&#039;autres horizons grâce à sa polyvalence.";"L47812600";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"40 2/3";"https://www.ekosport.fr/salomon-aero-glide-3-grvl-w-p-K100464";"K100464";"Femme";"Bleu";"SALOMON AERO GLIDE 3 GRVL W";"https://www.ekosport.fr/salomon-aero-glide-3-grvl-w-p-K100464?tai=K100464V055"
"0195751981835";"SALOMON Aero Blaze 3 Grvl W - Beige - taille 36 2/3 2025";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304834384V4";"K100465V020";"Ekosport > Nos Univers > Running > Chaussure running";"79.9";"139.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--uPgu4bby--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K100465/views/k100465_aero-blaze-3-grvl_l47915100_01";"L&#039;AERO BLAZE 3 GRVL W de Salomon pour femme est la chaussure de trail running pour les amatrices de courses à pied.Polyvalent, léger et doté d&#039;un très bon amorti, ce modèle super réactif dispose d’un rebond qui convient parfaitement à vos entraînements sur route ou sur les sentiers de montagne. Sa construction technique lui permet de vous offrir un confort et une respirabilité quelle que soit la chaleur extérieure. L’ajustement haut de gamme de cette chaussure vous assure une expérience supérieure. Grâce aux matériaux doux et légers, et à une languette rembourrée, elle épouse votre pied pour une tenue hyper confortable. Rembourrée d’une mousse à haut rendement d’énergie, la chaussure est aussi dotée d’une semelle intercalaire très légère. Super dynamique, elle est pourvue d’un amorti à la fois puissant et doux.Doté d&#039;une semelle inspirée des pneu de gravel bike, ce modèle saura répondre à vos besoins.";"L47915100";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"36 2/3";"https://www.ekosport.fr/salomon-aero-blaze-3-grvl-w-p-K100465";"K100465";"Femme";"Beige";"SALOMON AERO BLAZE 3 GRVL W";"https://www.ekosport.fr/salomon-aero-blaze-3-grvl-w-p-K100465?tai=K100465V020"
